STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,,INDICATOR,,MEASURE,,INEQUALITY,,OBS_VALUE,,OBS_STATUS,,UNIT_MEASURE,,UNIT_MULT,,BASE_PER,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,EQ_WATER,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,EQ_WATER,,L,,WMN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,EQ_WATER,,L,,WMN,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,EQ_WATER,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,EQ_WATER,,L,,WMN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,EQ_WATER,,L,,WMN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,EQ_WATER,,L,,WMN,,59,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,EQ_WATER,,L,,WMN,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,EQ_WATER,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,EQ_WATER,,L,,WMN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,CG_VOTO,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,CG_VOTO,,L,,TOT,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,CG_VOTO,,L,,TOT,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,CG_VOTO,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,CG_VOTO,,L,,TOT,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,CG_VOTO,,L,,TOT,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,CG_VOTO,,L,,TOT,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,CG_VOTO,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,CG_VOTO,,L,,TOT,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,CG_VOTO,,L,,TOT,,58,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,CG_VOTO,,L,,TOT,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,CG_VOTO,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,CG_VOTO,,L,,TOT,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,CG_VOTO,,L,,TOT,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,CG_VOTO,,L,,TOT,,53,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,CG_VOTO,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,CG_VOTO,,L,,TOT,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,CG_VOTO,,L,,TOT,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,CG_VOTO,,L,,TOT,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,CG_VOTO,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,CG_VOTO,,L,,TOT,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,CG_VOTO,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,CG_VOTO,,L,,TOT,,49,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,CG_VOTO,,L,,TOT,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,CG_VOTO,,L,,TOT,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,CG_VOTO,,L,,TOT,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,CG_VOTO,,L,,TOT,,45,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,CG_VOTO,,L,,TOT,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,CG_VOTO,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,CG_VOTO,,L,,TOT,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,CG_VOTO,,L,,TOT,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,CG_VOTO,,L,,TOT,,47,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,CG_VOTO,,L,,TOT,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,CG_VOTO,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,CG_VOTO,,L,,TOT,,55,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,CG_VOTO,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,CG_VOTO,,L,,TOT,,53,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,CG_VOTO,,L,,TOT,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,CG_VOTO,,L,,TOT,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,HS_SFRH,,L,,TOT,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,HS_SFRH,,L,,TOT,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,HS_SFRH,,L,,TOT,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,HS_SFRH,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,HS_SFRH,,L,,TOT,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,HS_SFRH,,L,,TOT,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,HS_SFRH,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,HS_SFRH,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,HS_SFRH,,L,,TOT,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,HS_SFRH,,L,,TOT,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,HS_SFRH,,L,,TOT,,58,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,HS_SFRH,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,HS_SFRH,,L,,TOT,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,HS_SFRH,,L,,TOT,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,HS_SFRH,,L,,TOT,,37,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,HS_SFRH,,L,,TOT,,34,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,HS_SFRH,,L,,TOT,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,HS_SFRH,,L,,TOT,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,HS_SFRH,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,HS_SFRH,,L,,TOT,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,HS_SFRH,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,HS_SFRH,,L,,TOT,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,HS_SFRH,,L,,TOT,,50,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,HS_SFRH,,L,,TOT,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,HS_SFRH,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,HS_SFRH,,L,,TOT,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,HS_SFRH,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,HS_SFRH,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,HS_SFRH,,L,,TOT,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,HS_SFRH,,L,,TOT,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,HS_SFRH,,L,,TOT,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,HS_SFRH,,L,,TOT,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,HS_SFRH,,L,,TOT,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,HS_SFRH,,L,,TOT,,47,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,HS_SFRH,,L,,TOT,,43,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,HS_SFRH,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,HS_SFRH,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,HS_SFRH,,L,,MN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,HS_SFRH,,L,,MN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,HS_SFRH,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,HS_SFRH,,L,,MN,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,HS_SFRH,,L,,MN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,HS_SFRH,,L,,MN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,HS_SFRH,,L,,MN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,HS_SFRH,,L,,MN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,HS_SFRH,,L,,MN,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,HS_SFRH,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,HS_SFRH,,L,,MN,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,HS_SFRH,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,HS_SFRH,,L,,MN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,HS_SFRH,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,HS_SFRH,,L,,MN,,38,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,HS_SFRH,,L,,MN,,38,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,HS_SFRH,,L,,MN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,HS_SFRH,,L,,MN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,HS_SFRH,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,HS_SFRH,,L,,MN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,HS_SFRH,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,HS_SFRH,,L,,MN,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,HS_SFRH,,L,,MN,,55,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,HS_SFRH,,L,,MN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,HS_SFRH,,L,,MN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,HS_SFRH,,L,,MN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,HS_SFRH,,L,,MN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,HS_SFRH,,L,,MN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,HS_SFRH,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,HS_SFRH,,L,,MN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,HS_SFRH,,L,,MN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,HS_SFRH,,L,,MN,,59,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,HS_SFRH,,L,,MN,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,HS_SFRH,,L,,MN,,53,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,HS_SFRH,,L,,MN,,49,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,HS_SFRH,,L,,MN,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,HS_SFRH,,L,,MN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,HS_SFRH,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,HS_SFRH,,L,,WMN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,HS_SFRH,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,HS_SFRH,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,HS_SFRH,,L,,WMN,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,HS_SFRH,,L,,WMN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,HS_SFRH,,L,,WMN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,HS_SFRH,,L,,WMN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,HS_SFRH,,L,,WMN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,HS_SFRH,,L,,WMN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,HS_SFRH,,L,,WMN,,55,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,HS_SFRH,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,HS_SFRH,,L,,WMN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,HS_SFRH,,L,,WMN,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,HS_SFRH,,L,,WMN,,35,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,HS_SFRH,,L,,WMN,,30,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,HS_SFRH,,L,,WMN,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,HS_SFRH,,L,,WMN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,HS_SFRH,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,HS_SFRH,,L,,WMN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,HS_SFRH,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,HS_SFRH,,L,,WMN,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,HS_SFRH,,L,,WMN,,45,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,HS_SFRH,,L,,WMN,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,HS_SFRH,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,HS_SFRH,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,HS_SFRH,,L,,WMN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,HS_SFRH,,L,,WMN,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,HS_SFRH,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,HS_SFRH,,L,,WMN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,HS_SFRH,,L,,WMN,,56,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,HS_SFRH,,L,,WMN,,54,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,HS_SFRH,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,HS_SFRH,,L,,WMN,,43,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,HS_SFRH,,L,,WMN,,38,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,HS_SFRH,,L,,WMN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,HS_SFRH,,L,,WMN,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,HS_SFRH,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,HS_SFRH,,L,,HGH,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,HS_SFRH,,L,,HGH,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,HS_SFRH,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,HS_SFRH,,L,,HGH,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,HS_SFRH,,L,,HGH,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,HS_SFRH,,L,,HGH,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,HS_SFRH,,L,,HGH,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,HS_SFRH,,L,,HGH,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,HS_SFRH,,L,,HGH,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,HS_SFRH,,L,,HGH,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,HS_SFRH,,L,,HGH,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,HS_SFRH,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,HS_SFRH,,L,,HGH,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,HS_SFRH,,L,,HGH,,42,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,HS_SFRH,,L,,HGH,,40,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,HS_SFRH,,L,,HGH,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,HS_SFRH,,L,,HGH,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,HS_SFRH,,L,,HGH,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,HS_SFRH,,L,,HGH,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,HS_SFRH,,L,,HGH,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,HS_SFRH,,L,,HGH,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,HS_SFRH,,L,,HGH,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,HS_SFRH,,L,,HGH,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,HS_SFRH,,L,,HGH,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,HS_SFRH,,L,,HGH,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,HS_SFRH,,L,,HGH,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,HS_SFRH,,L,,HGH,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,HS_SFRH,,L,,HGH,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,HS_SFRH,,L,,HGH,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,HS_SFRH,,L,,HGH,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,HS_SFRH,,L,,HGH,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,HS_SFRH,,L,,HGH,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,HS_SFRH,,L,,HGH,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,HS_SFRH,,L,,HGH,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,HS_SFRH,,L,,LW,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,HS_SFRH,,L,,LW,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,HS_SFRH,,L,,LW,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,HS_SFRH,,L,,LW,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,HS_SFRH,,L,,LW,,40,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,HS_SFRH,,L,,LW,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,HS_SFRH,,L,,LW,,54,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,HS_SFRH,,L,,LW,,58,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,HS_SFRH,,L,,LW,,49,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,HS_SFRH,,L,,LW,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,HS_SFRH,,L,,LW,,47,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,HS_SFRH,,L,,LW,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,HS_SFRH,,L,,LW,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,HS_SFRH,,L,,LW,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,HS_SFRH,,L,,LW,,29,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,HS_SFRH,,L,,LW,,26,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,HS_SFRH,,L,,LW,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,HS_SFRH,,L,,LW,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,HS_SFRH,,L,,LW,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,HS_SFRH,,L,,LW,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,HS_SFRH,,L,,LW,,49,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,HS_SFRH,,L,,LW,,38,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,HS_SFRH,,L,,LW,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,HS_SFRH,,L,,LW,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,HS_SFRH,,L,,LW,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,HS_SFRH,,L,,LW,,71,,A,,PC,,0,,,
